KEY	VALUE	COMMENTS
__id	jp	en		
__name	日本語	English	
button.play	プレイ
chapter.plant-evidence.oc-start	{name} は、警官を完全に支配するための「追加の材料」を仕込んでいます。
chapter.plant-evidence.oc-end.success	工作完了。収穫の時間です。汚職警官も、時として話の分かる男になります。{name} は奴に対し、賄賂を受け取っている管轄内のすべての違法業者のリストを吐かせ、さらに一年間、一家の事業に手を出さないことを約束させました。
chapter.plant-evidence.oc-end.fail	証拠を仕込もうとした際、誰かに見られているような視線を感じました。
chapter.plant-evidence.ic-end.success	「ボス、奴は完全に釣り針にかかって暴れてるぜ。そろそろ面会の席を設けて、新しい『主人』を拝ませてやるか？」

	;; 最終交渉
chapter.plant-evidence.decide.payoff-meeting	ああ。上等なスーツを着ていけ。二度と裏切ろうなんて思わせないほど、威圧的な印象を与えてやるんだ。
chapter.plant-evidence.decide.payoff-meeting-downtown	ダウンタウンの暗い路地に引きずり込んで、魂が抜けるほどビビらせてやれ。
chapter.plant-evidence.decide.vehicle	もう十分だ。その警官に、押収車両の保管庫から車を数台回せば『貸し借りなし』にしてやると伝えろ。
chapter.plant-evidence.decide.vehicle.epilogue	スキームを終了し、新しい車両を獲得しました。

chapter.payoff-meeting.title	新しいパートナー
chapter.payoff-meeting.ic-start	「あのサツに『新しい相棒』ができたってわけだな、ボス？」
chapter.payoff-meeting.oc-start	{name} は、悪徳警官との最終的な取引を完了させようとしています。
chapter.payoff-meeting.oc-end.success	警官は一家の要求に屈しました。
chapter.payoff-meeting.oc-end.fail	警官は現れませんでした。俺たちが知らない何かを、奴は握っているのかもしれません。
chapter.payoff-meeting.ic-end.fail	「裏切られたようだな、ボス」
chapter.payoff-meeting.ic-end.success	「すべて計画通りだ、ボス」

chapter.payoff-meeting.decide.end-scheme.epilogue	警官は多くの有益な情報を漏らしました。向こう一年ほど、奴があなたを煩わせることはないでしょう。
chapter.payoff-meeting.fail	待ち合わせ場所に現れたのは、あの悪徳警官一人ではありませんでした。

scheme.real-estate-deal.title	不動産投資
scheme.real-estate-deal.desc	{name} は、組織のための新しい建物を確保しようと動いています。
convo.scheme.real-estate-deal	「お前はいつも裏方で帳簿をつけ、支払いを管理してる。おかげでこの界隈の事情には精通してるだろ？ 新しい物件を安く叩き売ってくれそうな場所を突き止められるか？ しばらく車を貸してやる、行ってこい」
scheme.takeover-option.generic	以下の仕様で建物を確保しましょう：\n{specifications}

chapter.neighborhood-tour.title	界隈の下見
chapter.neighborhood-tour.ic-start	「車を回して、一番いい条件で手に入りそうな場所を見てくる。分かったら報告するぜ」
chapter.neighborhood-tour.oc-start	{name} は、あなたの縄張り内で乗っ取り（テイクオーバー）が可能な物件を探しています。
chapter.neighborhood-tour.oc-end.success	{name} は、あなたが「収得」を検討すべき物件のリストを作成しました。
chapter.neighborhood-tour.ic-end.success	「よしボス。例の『取引』の件だが……ここの善良な市民たちを説得して、建物を譲らせる準備はできてる。もちろん、『地域の利益のため』にな」

chapter.negotiation-style.title	交渉戦術
chapter.negotiation-style.ic-start	「少し調べて、奴らがどんな話に食いつきそうか探ってみるよ」
chapter.negotiation-style.oc-start	{name} は、あなたが選んだ物件のオーナーについて調査しています。
chapter.negotiation-style.oc-end.success	{name} は交渉戦略を携えて戻ってきました。
chapter.negotiation-style.ic-end.success	「狙いは定まったぜ、ボス。あんたのゴーサイン待ちだ」

	;; 交渉の進め方
chapter.negotiation-style.decide.negotiate-building	{name} は取引の進め方を心得ています。まずは相手が検討せざるを得ない「オファー」から始めましょう。
chapter.negotiation-style.decide.find-deal	{name} が直接膝を突き合わせ、どんな条件なら首を縦に振るか探ります。誠意（現金）を見せる必要があります。

chapter.find-deal.title	妥協点の模索
chapter.find-deal.ic-start	「あいつらがどんな取引を望んでるか、直接会って確かめてくるぜ」
chapter.find-deal.oc-start	{name} は、収得を狙っている物件のオーナーと交渉しています。
chapter.find-deal.oc-end.success	オーナーは組織への譲渡に興味を示していますが、まだ少し渋っているようです。
chapter.find-deal.ic-end.success	「いいところまで追い詰めたんだがな、ボス。最後の一押しには『流動資産（酒）』を回すのが効くと思うんだ。意味は分かるだろ？」

chapter.find-deal.decide.negotiate-building	酒を振る舞い、物件収得の最後の詰めを円滑に進めます。
chapter.find-deal.fail-traits.epilogue	<i>取引は決裂しましたが、少なくとも {name} は預けた手付金を回収することに成功しました。</i>

chapter.negotiate-building.title	契約締結
chapter.negotiate-building.ic-start	「酒を回せばイチコロだ。すぐにこの件をまとめ上げてやるよ」
chapter.negotiate-building.oc-start	{name} はオーナーと飲み比べをしています。どんな結果になるでしょうか？
chapter.negotiate-building.oc-end.success	{name} は、あなたが物件の「良き管理人」になるとオーナーを納得させることができました。

	;; 物件の利用形態
chapter.negotiate-building.decide.get-building	名義は奴らのままにして、俺たちは裏を使わせてもらう。上出来だ。
chapter.negotiate-building.decide.build-out	未完成のスペースを使わせてもらえることになった。あとは俺たちで「改装」するだけだ。

chapter.build-out.title	拠点の改装
chapter.build-out.ic-start	「工事の監督は俺がやる、ボス。計画通りに進むよう目を光らせておく」
chapter.build-out.oc-start	{name} は、新しい拠点候補地の工事を監督しています。
chapter.build-out.oc-end.success	工事が完了しました。
chapter.build-out.ic-end.success	「ようやく終わるぜボス。だが、市の建築検査官が嗅ぎつけやがった」

	;; 検査官への対処
chapter.build-out.decide.get-building.traits	お前の人当たりの良さ（チャーム）なら、検査を適当に済ませるよう丸め込めるはずだ。
chapter.build-out.decide.get-building	現金の詰まったこの封筒を渡せば、検査合格は間違いなしだ。
chapter.build-out.decide.fail-traits.epilogue	<i>検査官は厄介な存在でしたが、{name} の説得により、一家が関与している疑いを晴らすことができました。</i>

chapter.get-building.title	入居開始
chapter.get-building.ic-start	「準備完了だボス。乗り込むぜ」
chapter.get-building.oc-start	{name} は新しい建物に荷物を運び込んでいます。
chapter.get-building.oc-end.success	新しい拠点の準備が整いました。
chapter.get-building.ic-end.success	「中を案内しましょうか、ボス？」
chapter.get-building.scheme-end.epilogue	一家は新しい建物を収得しました。

scheme.distant-outpost.title	遠隔地の出先機関
scheme.distant-outpost.desc	見張りの街に関する知識を活かし、全く新しいエリアへと組織を拡大させます。
convo.scheme.distant-outpost	「お前はこの街を隅々まで知り尽くしている。どうだ、遠くの界隈に一家の新しい『表向きの顔（フロント）』を構えてみないか？」

chapter.secret-recon.title	秘密偵察
chapter.secret-recon.ic-start	「しばらく席を外すぜ。潜入捜査って奴だ。戻ったら、どこに新しい拠点を構えるべきか報告する。それでいいな（コパセティック）？」
